duration,total_packets,bytes_transferred_total,bytes_transferred_source_to_dest,source_port,destination_port
56.819888114029425,531,71992,61883,58773,12082
281.22604274580056,82,20169,14366,13123,13242
3.1899891962763123,481,14795,76485,49647,18006
123.84464055020457,893,53561,24575,47370,61349
278.03165662641595,516,20883,5428,23121,33305
115.38702019825752,640,1503,48719,6207,4987
28.02347325207818,187,28427,2627,54390,26028
90.93819336424994,146,67921,21740,21487,47646
149.45331711094659,152,8962,58564,50118,24701
55.62699103426559,363,67364,61012,32084,45765
140.02185537246422,93,11530,69245,17720,2348
250.91932441617263,31,34117,77433,9378,28190
261.7981292619643,826,33746,75670,18936,44398
14.87329433974856,540,29022,73058,46372,47932
48.35491707996679,649,11643,19003,30385,25519
82.65951171646456,941,49749,63238,22904,51943
178.50026868119176,602,92199,61850,43549,38956
108.36232816186087,49,25653,42649,16784,27116
253.227869942478,879,48960,38035,5792,2363
215.02989329805297,258,60488,13587,24975,49340
30.22676133174111,518,60192,42767,34190,13310
187.40479500337614,541,73214,9077,49036,64563
33.99248634155883,410,21363,2586,56806,30259
76.58519732397437,156,76304,2575,61954,12619
53.44340299691499,775,82558,9226,18455,60914
52.00127856529141,546,12332,70473,19350,26576
184.95701788058005,440,9192,76838,28730,14653
169.12511627399303,237,34334,70063,61164,47513
52.89084302103929,650,40582,17805,34031,40258
297.0528243449877,368,18217,19658,27958,59982
126.6088360372513,57,33358,59893,40256,59952
29.211091513665494,175,96826,52563,34463,30949
36.258648184839025,214,59197,71690,33248,39255
175.20972474660573,27,88731,20743,52795,39282
293.7229140747035,807,18402,57958,25327,54237
171.6281353755974,918,75862,12776,36253,13867
284.71753883732947,119,41034,6948,28993,33059
133.29544194233222,147,76539,44995,58769,25012
130.80874698523837,868,88045,45734,52282,51446
150.05220705883306,265,42546,44924,21556,33707
209.257894900851,403,80521,78268,34879,34010
110.34802833875465,258,71735,69928,7800,34325
259.1794212004192,860,26176,48058,10358,16001
8.881487291967055,189,49449,3412,54557,48646
131.98528208902985,827,46678,34454,60433,8975
153.34645580897734,743,9826,11154,38916,27095
182.14896825510252,982,50965,26098,29508,10589
82.89396651852238,499,75176,17678,57735,29739
128.301243298652,710,8202,77515,64392,53999
145.41287128919558,239,12854,13318,29855,62317
206.10430260709563,327,36712,64784,45943,50240
232.0859010022706,70,33463,10754,50317,38133
221.37441547040177,929,73966,70100,50572,38874
102.54075738164661,764,65877,24884,55313,47688
299.83521184528985,974,18847,48358,60995,12358
254.6147270049751,705,47870,60787,24689,49860
78.08100960617617,25,49984,61172,30229,27324
58.61223112128098,582,65770,38433,51731,60573
94.27497304995879,156,93471,50470,8078,20393
135.7582214145935,658,85781,14890,56070,39386
255.25473355805215,831,35494,24821,44492,54089
233.53084291198084,219,60584,28783,64097,59416
255.3887124394122,561,43184,19530,62749,25425
81.65993876160749,379,96755,16995,2052,45638
178.07902061330566,892,31193,11691,11392,61240
85.04639377698459,194,7279,15282,22459,49374
32.79604589977599,40,34378,44376,18078,21663
205.2909032680567,597,45913,76901,49914,65329
42.98496560351209,343,84816,43901,38386,18412
200.34255873577075,503,72543,24665,15635,19530
194.4244950411322,450,63928,23305,14418,64649
243.09350848276267,336,70042,30759,35647,64405
41.95242590861296,4,95639,56223,63605,13790
235.06569653779235,802,19848,57078,50111,7720
299.7830301312765,759,88788,10118,31772,63790
255.32763033091203,517,75227,42139,32748,5005
225.56844169066707,497,9842,45882,53605,62850
198.6833898729428,226,3511,6872,48777,17879
126.59226725716027,150,82102,20943,55452,20813
219.1770003506915,238,38564,78083,44062,1332
217.2809927386219,660,29798,14301,57162,41487
189.48633497791772,103,76111,43195,27606,28534
238.90388565151872,175,31208,71265,14621,30396
134.68429013920772,461,84460,51887,10904,8731
36.46368836850395,748,71396,39430,21839,16546
167.7644115100103,34,83802,21255,17977,36839
79.58655426053164,684,47233,57009,23864,27521
115.39148591900214,518,46762,66998,13910,31548
5.3227296919736835,440,62521,67835,51322,44983
114.8988973165732,285,97527,67825,12990,35809
242.65945173002282,225,25280,53404,26464,14390
162.8624378447826,565,39294,78200,7538,38673
3.0391780274979157,257,81724,74421,38692,35270
141.0061616899302,59,12625,29078,46393,27952
87.50634912885768,944,40774,64132,50203,21605
143.31744155361162,246,9022,59942,49093,25129
121.46734716221832,519,62882,14853,6373,38662
279.6005679452587,214,79918,78381,2053,20867
12.449071959008439,928,34946,15703,7640,45738
205.10804458345146,590,82997,20724,35788,43215
255.32287623089223,701,95222,42395,51517,6458
287.7756515366776,953,67273,39970,26848,61488
53.373104340634335,819,14016,32664,27736,34363
159.43831010966153,216,31026,19018,49485,20997
13.172514237431852,403,43041,54900,19495,42131
149.80513898408103,283,60394,62198,26280,56094
37.724881053340475,831,19784,60711,34166,12659
251.38521274214412,956,17066,17241,45353,1620
34.24961378134891,573,90671,59660,4069,22481
154.03517927990993,573,57579,45302,15752,33439
156.37671109092682,215,75804,12143,30737,51246
291.49798432968845,382,58421,73751,14862,29345
196.52871014226253,45,74111,26075,23683,15858
86.42330389373288,917,93109,78160,60705,38042
72.31571305044771,172,35266,34386,39741,21733
38.56163687295496,221,53364,25486,34597,4395
226.97876574231293,385,99642,42740,7376,1181
207.25792118908333,95,3566,70490,40262,17056
183.00215047970096,859,22002,28144,61407,59290
12.348048840701503,44,59905,63449,24054,4342
228.87237703164888,228,5463,4559,34070,56887
192.6020843868289,574,59497,70112,2429,14486
289.17027154633547,317,99183,38727,42771,60714
176.20191875005594,731,2234,54551,8174,46034
91.25517680784625,335,65226,35985,30647,41013
114.51801360157712,601,50891,75696,18740,59614
52.83462754293192,624,41479,67100,9089,9981
216.9019632421954,719,92038,17845,13588,12867
212.3457258405154,467,93350,40542,20555,3636
60.274939641755104,879,85709,4217,60713,21970
47.63094802236535,818,80219,51960,41784,13044
23.193779467338157,715,37823,9354,4473,13797
273.6015255301594,297,41266,59339,34224,31271
69.99764312508584,545,89392,4858,58202,1467
103.31464167286599,489,85410,74419,34801,39765
84.22330206240943,215,89270,31947,8303,18312
124.14601832297622,524,96779,76015,45833,3934
214.24323493480674,2,7349,4957,6215,45193
261.1916305545127,875,96904,77264,9532,35593
54.86136498360919,661,3896,68811,49172,18333
205.9550618879754,654,19018,1064,6331,12937
105.83338645852129,802,18664,72354,5240,15289
294.1600977723581,207,96348,67607,2389,29987
89.74585586929464,341,94422,51878,40588,30929
2.257167506757203,704,80948,58934,62767,25259
154.74042820855155,407,91609,74448,10151,49848
45.30425217435372,853,78843,68170,20926,56106
13.44387860283789,306,67082,4992,45771,59119
209.51094266111775,507,66587,62731,36560,10450
219.7045588242861,910,53273,7420,1519,3946
138.26363403363908,469,67353,44182,4616,59030
203.0979664752975,764,53494,13722,3256,41347
161.51801052931543,716,11490,52984,62386,31115
188.97735220580728,874,56727,56259,41840,28795
179.05152155906956,558,86830,73955,20343,10800
199.78024694027212,886,81113,8517,65319,1943
59.969231537084056,495,83616,26985,15691,38796
80.68511534900638,261,31050,46771,14024,54395
132.04494853735682,578,72230,62280,7743,58435
133.893790024814,662,63063,11601,5469,21978
232.34607230491255,582,44793,54974,48965,21861
110.28135840293665,364,19700,48702,36159,10982
48.83529630214879,514,74734,42434,11800,6599
75.51464455027364,541,63186,54538,40347,63833
64.49857736503009,768,77578,48647,18313,52129
219.52483977488097,573,14112,53324,58344,52744
141.154850426332,612,30802,7947,12443,8969
212.6183463214979,896,48276,68055,8924,53884
124.9242822592123,455,10446,47654,27427,47986
266.93170719092114,144,14528,39869,29322,55104
295.0577402860481,192,5855,9832,28180,11887
200.9857683599132,865,6383,30448,38389,16881
259.157385915142,353,49136,53582,25061,53575
152.42918682490156,782,1437,25738,47257,59721
280.392790022137,299,59886,25694,6033,33333
249.4927870532811,460,63068,40483,8259,23978
297.53439367263513,427,20957,20083,27115,63472
186.96581122480137,838,90572,51016,57384,50618
233.78410140644172,823,27740,3957,62990,34392
162.9061551794662,716,38535,36549,41750,28766
77.8101192709997,757,16314,73271,39080,13158
106.49107582181433,31,41632,8323,57989,61177
268.2122238779217,332,26631,62469,48106,49082
16.87878918492631,970,73649,44716,46790,63938
177.484817833715,936,35912,13528,39928,12604
111.80796134798217,411,59028,76954,65261,21990
116.06909214786614,52,70654,75603,12219,17061
265.3829048034888,384,63983,8323,58479,3810
256.16133012641336,243,84253,49295,40398,20103
179.69282843418333,775,93504,46450,64563,16255
81.94836233655973,686,52498,39758,27272,12864
142.689358213991,612,42874,32602,52478,3076
122.54718879738587,417,31190,51610,27250,34423
106.15004695782832,475,36909,26480,57501,4466
30.925395009333194,392,67525,28625,21803,2778
162.97985462592456,389,24160,58483,63421,57196
90.61920623255762,573,10191,49825,11690,45017
198.27630208396576,968,46383,43486,21403,10794
95.82926035407665,872,19139,52674,32733,14523
129.40593159112703,700,43389,32988,49927,1049
15.802876220902817,469,3818,26408,43874,25354
297.76216716465274,408,22019,8819,42290,11425
152.33235394422522,519,42116,73845,31842,65256
7.368854489835426,189,75334,73778,58488,41089
162.41507456246708,595,34498,17335,41561,48660
261.11916439176434,351,21544,22337,61469,65394
231.78838506643413,932,83011,47411,64482,7577
210.30191457042326,283,48151,45855,31973,6783
41.925449914250564,636,6966,31397,48778,8779
197.35534998834294,157,94180,9036,26877,14408
229.91288356587685,599,70557,2116,35219,30952
171.7684772832524,148,46213,42829,23021,28502
267.8354264556534,70,41622,57764,36894,34921
83.16923555728712,972,65243,56162,59553,38788
72.71919545180124,370,32859,59082,64395,46088
260.8839665082996,588,22765,19755,51631,33398
187.65693307313657,626,90578,24154,59547,21553
0.5340214342476979,515,71885,76506,35138,39433
106.00410941246463,234,66429,42175,42612,33392
257.3710101458209,679,27779,58902,51390,58809
8.293121541358811,611,53983,37376,30895,56073
1.0740536856265135,636,79629,45586,2985,47693
84.4496612284864,467,99390,54120,53171,15395
274.2086110990824,557,91169,25149,38404,8393
270.4531266828579,894,69231,33056,63308,4919
155.6767075458722,836,48395,24860,43531,15477
166.0157376547728,287,50106,7438,6714,5821
99.66920259402491,618,47281,59297,16192,46833
73.19662494214016,294,50821,76012,46899,2852
244.58503407821422,481,2356,73203,53034,10751
31.977828663842462,134,12201,40900,50937,13541
146.25757582650286,8,46590,79508,6482,17967
190.35573812317563,28,53355,25561,27966,59541
31.19371908227166,783,95044,58662,62574,43862
155.9301679321566,735,96582,39274,11057,27855
173.2986342449417,520,37044,25444,9071,43068
222.7745685461587,310,73597,53319,5926,54090
70.5273311393451,646,15516,59509,58281,63604
88.0689182368984,541,38122,68025,2520,25838
170.89939187524672,627,8529,10069,62287,9074
294.9396103534861,494,13883,22520,28688,61282
65.32620552775231,34,60732,54026,43227,60463
295.77255775432684,7,24390,48053,5606,10687
214.3313256630389,40,62589,73977,30506,7924
247.84201268204393,330,55253,29708,35835,39379
26.983416344078133,909,34600,73955,37168,22820
90.1960142104466,62,44121,74708,42500,60413
17.415110267329215,86,99218,11978,32896,16808
111.52694380145223,725,94921,34854,18242,38404
294.38876901002357,116,66822,51293,18031,4707
31.671391355680907,577,56833,38368,51223,9420
168.75559743312272,297,84245,47862,51740,8371
1.920579781862315,379,9276,45098,21390,21008
213.83357653161437,682,91009,42925,30851,44121
59.238088442375116,628,97591,24641,48683,24051
38.9624026837164,322,21657,13941,39232,63595
101.1716418670202,628,94374,7771,34288,18621
231.33618495190055,733,90755,26202,32631,57523
32.073264584732115,395,55134,49507,28029,15096
69.02871484002873,357,82539,72709,44247,13050
2.6384800430311297,562,10838,71398,32499,36883
290.52761732241584,839,5141,36162,17950,51558
177.68446543666025,419,50706,20890,34707,53856
215.99790095177136,478,88890,1258,19209,47837
195.44981302968873,336,56465,18292,12298,60047
43.39493120501534,591,40627,2021,50257,41990
178.5224877042988,20,9350,29845,47073,60253
39.511536982864506,412,92448,1033,34971,32065
120.43081254354205,891,25788,11552,58533,32011
170.73204446399535,549,19890,28627,44239,4522
167.70844611923653,259,1046,10404,35863,58663
35.81012045222401,605,36898,67713,42790,33280
10.427347296992,699,73963,23910,57206,15929
239.49047073075675,357,1236,33378,28338,39298
217.80413885510197,201,32015,72238,50507,25863
24.637489478964945,411,91574,42819,47665,3161
38.31191408858587,288,66190,20821,40937,57831
267.7858745392471,48,23521,52134,61958,16970
230.76175759637178,765,78869,41300,43518,25532
298.84847283538056,558,60016,47917,31312,55124
76.270836016586,370,30993,78467,48368,16644
146.39211636175756,231,64224,50630,57155,15847
71.01422686110045,95,36271,17381,58548,37657
186.87776152934518,303,18738,76305,26916,6484
34.71273030348626,218,66584,8622,56288,55624
38.260227505635626,552,98338,9946,26706,38288
21.65917863239628,387,41163,33127,2613,54628
208.10646607102365,715,24293,71375,31833,40690
148.2723659722187,628,72843,75276,19894,36338
185.3575917847535,925,9338,46271,56010,38721
263.80238387214877,91,7519,41670,52766,13746
222.12451257813203,58,20510,10314,60608,25718
138.5707031581906,434,6056,16099,9703,8238
295.30836091942854,522,80261,77214,9827,32935
136.93120473247777,768,23853,67728,53596,14334
33.823956902736604,829,72958,29286,55384,36187
297.79715870108953,761,68250,21173,49082,25079
6.943936931452705,483,25639,26057,61562,15898
165.01007949037685,367,68907,10192,43381,28967
92.7977370610428,889,9129,28548,41006,64000
151.11529008999372,829,56636,33276,51632,32941
167.658014483097,407,71314,40398,44177,55690
72.10475929391842,518,85208,27574,28674,2726
167.10194084560482,331,48089,49539,49681,58897
226.84272749046067,700,94731,15348,10553,21082
80.0263001894751,235,81207,12185,30022,42286
115.08949738084071,883,43262,72966,49115,15561
80.54598367990096,411,19818,36838,49232,13283
246.1858633233619,183,81502,24970,11416,16916
217.52217953695802,287,2298,62065,38289,21659
261.37181152180034,123,9507,63060,53043,29568
51.097962881207614,158,74708,5693,5607,1037
22.16653348410949,323,82774,50144,62250,57363
35.90311280721614,13,5317,16779,27714,52979
48.38939801398849,827,96896,53096,11352,51064
159.97148993637322,566,76047,61089,22662,45512
291.2765299017932,872,33238,41334,17262,43180
107.23490144337292,789,34600,72196,40137,38332
287.5566299811255,555,5359,11854,23979,9114
11.556418417254998,779,95220,57917,57259,3193
278.06897362411604,621,79752,7866,22706,45552
54.42766693076086,835,50053,27523,48466,11447
273.7512482172327,678,22883,11982,17486,43827
16.962606291626802,863,42049,49460,64084,53827
284.4710123037603,920,21255,23759,6676,29476
60.31939946922636,618,32489,6537,17785,9041
90.88394661594089,563,56259,17254,50340,44702
147.33360899647712,204,33283,6038,31259,58416
114.278192282519,957,31148,27414,63212,33972
200.29163798201864,302,32221,38453,25375,54054
292.4448493982982,43,27641,21098,60088,27017
181.9673045924017,795,36205,7143,12200,37256
216.4734742900211,597,21742,29246,39733,12635
26.49277456667988,729,37925,22777,58522,33243
188.38094747809458,670,58979,42217,34938,31884
136.2095481362193,862,29020,24934,49750,50705
265.7461291400965,506,55234,34657,49353,55947
116.52450878296627,639,40861,73261,26663,22087
203.86829780057073,191,52044,44362,3240,48598
68.5233031048978,778,31127,40819,49221,15089
77.88582280390636,899,96116,9625,28439,25348
112.89911703358983,973,73022,35124,33681,2310
91.28865489820015,60,21580,10714,39241,35982
76.23826393308343,795,37724,76745,18871,42690
14.995644899652707,466,69291,13349,53646,45201
251.04022489256243,379,90504,28082,18924,25893
19.38402911429617,429,49128,41447,12266,51737
266.22091812933,62,96765,66041,32097,6652
37.72707018151127,920,53545,55969,38215,30117
19.671994945091445,302,82099,58497,48625,47674
168.94512871781103,638,95716,65548,18934,52787
150.78229359315904,974,45292,44622,29210,56736
147.42124719268233,999,69944,70324,60760,1684
172.39384781766918,172,18346,16825,16002,49040
86.18827617513479,505,33486,35439,50964,20586
198.91848710154036,63,50211,6226,56696,4413
150.77042569018423,772,77106,48313,14630,44090
100.48956574050183,16,48360,9162,33055,36855
247.96755002752033,691,40982,27083,8445,56577
218.34355678838034,842,59657,20034,56753,58303
118.14374154919211,880,61018,31792,3572,36632
254.3005737901389,101,12288,70094,8276,61864
276.0854492085211,987,10769,39260,48648,11794
161.10619349860028,176,11543,56856,13873,56485
64.56423980206053,193,19729,59182,5632,57368
274.74606774844136,965,27054,71802,26115,56230
56.92493806664561,973,7335,24319,47619,27651
14.622125602539016,813,75550,65846,56816,7170
98.31335396105193,899,50413,6883,7769,23969
218.1172067038658,273,42949,9577,36854,60777
276.98989849742946,467,51292,5994,39073,44937
191.2219654796505,933,94183,22568,38554,25968
285.55638023530133,773,11693,33152,31246,50714
27.802014698841397,175,41028,7719,64876,53103
18.320043503447216,234,27985,25429,59935,52569
181.29716602802483,812,54901,23762,10664,59098
289.83828511557715,216,9391,19241,34758,18304
150.86612055552172,491,45078,13309,56252,63531
15.549416259197608,417,56570,38008,23102,24275
66.44347495762909,759,64207,25566,64444,30259
73.51339263408961,533,69768,35981,58731,32920
101.42335302817129,451,97319,74680,33899,40137
13.176654737505165,836,944,11674,24589,52544
271.4773208793251,755,55029,23922,45078,54735
154.7176270219764,800,31969,32841,42606,14346
201.31214480693728,280,97152,4702,54592,8771
20.24513378481319,244,34511,35566,1533,61048
16.329228794314453,675,59777,8145,7839,52556
175.9816848349601,146,34131,68943,43048,33236
266.200073550212,67,35802,77682,54041,50190
158.59175208776813,103,22623,8145,58671,45112
263.3579698537644,310,98619,76266,59336,59721
243.31628278926624,922,4876,55174,49807,36927
22.84855035989673,956,61101,28292,43422,3301
60.6670465682684,637,18824,26383,61889,41994
197.3474296796872,117,56958,13219,37663,2680
133.10606462675744,472,14200,59272,55689,43231
87.28087411271146,763,42567,18966,33432,47840
125.64829342878892,321,51342,38155,49745,51836
133.61537391656321,435,60822,69359,23916,33427
273.1746200213968,370,99520,48244,65249,35555
31.12713928311541,738,79568,59472,14300,58909
83.99125096760373,700,21818,55667,40956,51705
161.3156884931559,187,46114,21095,4524,65033
209.51624929651442,588,19740,67643,52375,16437
189.22812295887715,785,60412,17111,13570,41657
282.4986570474446,469,19660,78724,54077,56014
238.70311655336,661,6480,35792,41550,7934
167.16734490813164,707,47856,24910,16066,59548
64.48333923288489,876,94465,54850,39862,61056
135.3171819975317,796,29679,39262,52446,36409
208.04533503392375,473,95836,18274,39177,48532
251.40485623334183,556,85365,67464,1253,63886
287.924893704274,454,28637,75388,52662,36546
181.67528456476148,446,89761,28588,25749,26528
158.12311825459926,682,5755,15087,34701,9125
5.405807744032378,94,59551,11740,12744,51602
21.722510838138962,736,68084,10373,51153,9091
46.91588879145634,790,79821,3364,32903,29259
16.52250336376946,38,17311,46235,18042,6232
120.31888531759743,782,22380,34196,56165,47969
101.12987568714775,482,34071,14406,32142,15952
191.242511944731,747,6898,76855,5741,11449
160.74596586922746,111,17328,5390,19598,29509
178.83163074041911,890,35839,44902,14259,33547
141.64596316100244,410,99672,62600,6213,14206
83.39337085142171,168,48820,42725,62517,7246
285.8523119524485,566,94945,442,22347,15504
26.014107012065676,397,70380,71057,24489,57984
281.67341073964565,127,40603,50471,37266,52237
93.44029025473391,990,14648,8187,56871,64118
153.84716746565246,787,69166,14047,12996,46081
32.74181261598108,42,37953,30328,40986,36355
21.37222740446568,41,74631,10447,2889,36595
128.92068007070898,562,24803,31580,34090,40001
222.53504317626545,487,25627,48414,52915,36085
80.88249678680981,899,97066,4844,56877,19033
168.74813189170246,671,65655,71949,37517,16813
83.66723712279321,844,61082,8129,28991,55985
116.64505696182293,399,51033,77618,5564,34363
271.94325091030004,182,61278,67091,58465,41191
256.76630368592635,181,60575,9498,28797,30131
154.85366127094719,941,45830,78826,44089,52576
71.50787767887641,678,23341,59656,13488,27311
58.03585542863354,744,72932,40227,38606,16038
286.2307971754107,718,81969,33027,14620,9598
