timestamp,duration,protocol,source_ip,source_port,direction,destination_ip,destination_port,state,source_type_of_service,destination_type_of_service,total_packets,bytes_transferred_total,bytes_transferred_source_to_dest
2024-01-01 00:21:00,261.76890300216996,UDP,128.44.35.86,38922,inbound,93.206.29.167,58961,CON,1,0,168,70989,45009
2024-01-01 00:22:00,157.4597916005615,UDP,118.71.191.181,57867,outbound,119.240.192.28,18445,ACK,1,1,775,50217,70174
2024-01-01 00:23:00,6.772880542706654,UDP,68.177.102.234,27245,outbound,245.254.29.103,60496,ACK,0,4,331,1837,28130
2024-01-01 00:24:00,215.04241151961781,UDP,159.28.186.163,62596,inbound,110.31.137.218,61646,ACK,4,2,981,82504,24594
2024-01-01 00:25:00,33.158849325497684,TCP,205.104.72.118,65412,inbound,51.135.178.35,13515,ACK,3,1,742,32576,76397
2024-01-01 00:26:00,236.83495207523112,TCP,85.242.194.88,28287,inbound,234.54.162.35,8570,FIN,1,2,751,24425,18783
2024-01-01 00:27:00,50.513954686573484,TCP,89.75.220.138,57491,outbound,240.55.35.88,6927,ACK,1,1,787,12426,54261
2024-01-01 00:28:00,103.69937110307347,UDP,116.138.240.252,8757,outbound,212.188.61.243,47647,REQ,4,4,494,90222,40746
2024-01-01 00:29:00,228.40530174464553,TCP,154.52.141.63,46902,outbound,109.244.208.86,17430,ACK,1,2,143,13011,48143
2024-01-01 00:30:00,286.2739841071788,ICMP,208.247.137.30,6073,inbound,153.239.63.187,15973,FIN,0,4,582,29180,47092
2024-01-01 00:31:00,111.49304179895502,UDP,223.35.9.25,44110,inbound,57.112.222.69,10849,REQ,4,2,445,22735,53566
2024-01-01 00:32:00,248.83712603766082,ICMP,20.124.43.61,46425,inbound,227.255.179.183,7311,REQ,0,0,824,51279,37537
2024-01-01 00:33:00,57.31860041620403,UDP,201.78.8.70,22112,inbound,191.195.231.19,45985,ACK,2,0,394,5313,40899
2024-01-01 00:34:00,242.17321308372706,TCP,90.23.139.59,16632,inbound,233.53.0.236,62567,ACK,3,2,512,57242,14600
2024-01-01 00:35:00,197.28246837094966,UDP,84.119.77.213,1662,outbound,90.225.246.137,35197,FIN,1,2,686,63645,76450
2024-01-01 00:36:00,57.90377781298929,ICMP,16.28.159.210,8733,inbound,151.178.112.151,43462,REQ,4,4,848,28040,49749
2024-01-01 00:37:00,90.82093770938832,UDP,119.34.42.95,6167,outbound,13.156.185.109,56643,REQ,0,3,621,48704,78210
2024-01-01 00:38:00,39.618089490251094,ICMP,119.52.19.114,63958,inbound,91.94.42.137,18602,FIN,3,2,715,89001,68947
2024-01-01 00:39:00,114.95180661818755,TCP,232.211.7.121,2248,inbound,159.230.73.215,42559,ACK,3,1,697,74432,13757
2024-01-01 00:40:00,61.17422747287089,ICMP,227.41.76.232,48258,inbound,225.13.98.108,8947,CON,1,1,803,49219,1974
2024-01-01 00:41:00,193.23498629377897,TCP,70.110.15.68,62073,inbound,162.144.148.95,35398,CON,3,1,328,82988,78233
2024-01-01 00:42:00,298.35208075574553,ICMP,53.172.178.225,64867,inbound,195.57.206.135,62737,REQ,1,0,604,61704,29068
2024-01-01 00:43:00,3.7015480089708155,TCP,6.122.32.206,49071,outbound,96.37.153.63,42435,REQ,2,4,259,16920,21081
2024-01-01 00:44:00,162.32185200486086,ICMP,15.13.166.62,45894,inbound,158.8.120.31,65392,ACK,1,0,834,76602,65214
2024-01-01 00:45:00,172.142612604948,TCP,5.243.120.89,38037,outbound,11.213.161.104,9340,CON,0,1,437,67445,68287
2024-01-01 00:46:00,274.27121602527546,TCP,240.208.106.238,10765,outbound,146.146.181.81,45438,REQ,3,2,718,39414,49623
2024-01-01 00:47:00,151.85099989660455,TCP,180.15.98.165,55599,outbound,37.81.11.3,11580,ACK,3,1,564,40975,16769
2024-01-01 00:48:00,163.15605575151073,ICMP,53.214.76.224,64028,outbound,239.42.154.50,11082,CON,3,2,349,71141,9768
2024-01-01 00:49:00,141.54867511838373,ICMP,93.180.173.97,62513,inbound,5.133.204.86,40042,FIN,1,4,693,96285,106
2024-01-01 00:50:00,80.74440093798826,TCP,98.218.142.58,24015,inbound,106.55.216.109,35475,REQ,4,3,950,70893,15402
2024-01-01 00:51:00,16.903137061349213,UDP,178.136.25.2,41199,inbound,68.243.246.95,26506,FIN,1,2,815,80687,47870
2024-01-01 00:52:00,122.65643889472983,TCP,100.46.4.61,27105,inbound,44.142.89.41,45518,CON,0,0,515,5009,68733
2024-01-01 00:53:00,15.872182225079492,UDP,212.83.132.137,58249,inbound,139.72.10.193,26029,ACK,1,1,449,92981,69123
2024-01-01 00:54:00,165.19269159282874,TCP,80.62.24.43,48582,outbound,237.154.245.57,20159,ACK,3,1,399,14966,771
2024-01-01 00:55:00,92.2573636083637,ICMP,153.157.13.85,58328,inbound,218.199.127.252,24912,CON,2,1,596,42889,52019
2024-01-01 00:56:00,160.1273602174758,UDP,171.155.221.18,16666,inbound,21.20.71.128,33505,FIN,0,2,214,90504,40244
2024-01-01 00:57:00,40.37565962211649,ICMP,102.169.19.226,62798,outbound,102.185.12.72,29425,ACK,2,4,546,94163,46606
2024-01-01 00:58:00,279.795726725234,UDP,214.78.138.181,10591,inbound,220.5.238.214,41455,REQ,0,2,562,66097,46825
2024-01-01 00:59:00,268.3669209406255,UDP,98.120.151.197,42651,inbound,112.227.251.185,65483,FIN,0,0,289,28560,79932
2024-01-01 01:00:00,57.07995310976512,UDP,17.155.49.222,39560,outbound,17.72.11.85,25961,FIN,3,1,841,48600,39933
2024-01-01 01:01:00,103.09894055987355,UDP,228.182.200.9,52550,inbound,243.179.121.203,46875,REQ,1,2,259,68869,10961
2024-01-01 01:02:00,184.08648227840865,ICMP,149.57.161.94,54266,outbound,246.69.107.200,58799,CON,3,1,258,12228,65845
2024-01-01 01:03:00,28.79629357104129,UDP,221.106.170.138,18423,outbound,52.36.116.2,52898,ACK,3,0,388,5302,20922
2024-01-01 01:04:00,106.43488955273362,TCP,33.185.45.188,34127,inbound,226.7.137.46,55815,FIN,3,3,784,96894,74377
2024-01-01 01:05:00,75.40857481701993,TCP,190.128.148.61,46745,outbound,169.63.41.42,14170,ACK,2,3,694,65427,73122
2024-01-01 01:06:00,274.66346694213735,UDP,192.86.248.72,16354,inbound,125.136.13.228,31125,ACK,0,3,545,48065,44587
2024-01-01 01:07:00,255.76793982313262,ICMP,184.0.20.21,17488,inbound,91.232.223.131,12277,FIN,4,1,265,31338,16910
2024-01-01 01:08:00,173.99183910593243,ICMP,182.3.64.178,3158,inbound,2.114.224.212,49528,CON,1,2,313,79358,70869
2024-01-01 01:09:00,156.15186642778508,UDP,202.62.142.243,60167,outbound,1.235.74.64,4247,FIN,3,1,40,49340,30793
2024-01-01 01:10:00,279.2246657841646,ICMP,36.28.179.173,50433,outbound,174.186.202.124,6465,CON,0,4,998,83683,42609
2024-01-01 01:11:00,279.73509211534673,ICMP,69.156.110.174,30686,outbound,135.65.142.71,43614,REQ,1,2,820,68937,72991
2024-01-01 01:12:00,290.80210459296296,ICMP,219.152.207.143,1208,outbound,246.115.120.46,41173,CON,4,0,210,54389,32255
2024-01-01 01:13:00,37.701127344045474,UDP,100.216.40.192,31411,outbound,90.39.252.41,13887,CON,4,3,272,32644,17695
2024-01-01 01:14:00,48.251287447874745,TCP,197.232.147.196,57017,outbound,179.34.243.237,38976,FIN,3,2,136,60164,71909
2024-01-01 01:15:00,203.053335934098,TCP,164.220.239.225,50298,outbound,233.40.84.123,30588,ACK,4,2,599,97219,71523
2024-01-01 01:16:00,162.47619953529247,TCP,186.47.209.129,41848,outbound,57.37.199.234,17677,ACK,4,3,60,93149,50784
2024-01-01 01:17:00,5.637924877481464,TCP,208.156.224.143,8287,outbound,96.135.235.201,25112,CON,1,0,510,81276,30481
2024-01-01 01:18:00,18.68631329325686,TCP,163.110.61.106,54876,outbound,63.86.131.175,23523,CON,1,1,676,22513,60964
2024-01-01 01:19:00,266.43530663941567,ICMP,106.208.131.112,56834,outbound,52.37.221.232,43107,FIN,3,1,515,82441,17932
2024-01-01 01:20:00,260.674351582262,ICMP,68.178.88.160,14215,inbound,87.4.212.119,61544,CON,0,2,15,85769,78589
2024-01-01 01:21:00,107.24554950661393,ICMP,78.151.74.24,4538,outbound,70.112.208.216,24706,FIN,3,3,614,48999,43396
2024-01-01 01:22:00,267.32608001746735,UDP,156.6.112.35,55809,inbound,24.85.204.144,33156,REQ,2,4,255,86991,13029
2024-01-01 01:23:00,178.14315481193074,ICMP,10.112.35.222,33758,inbound,206.225.217.210,61760,CON,4,0,737,88865,44878
2024-01-01 01:24:00,241.79110354096866,TCP,211.17.240.133,7101,inbound,26.251.2.1,5557,REQ,0,1,722,70069,7278
2024-01-01 01:25:00,128.28657824094824,ICMP,220.134.101.248,51570,inbound,92.1.149.70,18450,CON,1,0,535,33133,74886
2024-01-01 01:26:00,34.10815837073813,TCP,140.168.241.254,36144,outbound,4.240.37.102,15584,CON,2,0,235,1478,74267
2024-01-01 01:27:00,130.17474608754026,ICMP,191.225.24.208,49508,inbound,212.69.200.51,35433,REQ,2,0,131,6603,73853
2024-01-01 01:28:00,137.24420941926965,TCP,181.32.86.72,61587,inbound,252.30.253.153,16949,REQ,4,3,670,42874,70958
2024-01-01 01:29:00,165.3281637327968,ICMP,6.189.193.229,10524,inbound,36.153.155.132,65501,FIN,1,3,685,59708,38968
2024-01-01 01:30:00,31.764255600037956,TCP,137.66.143.216,16016,outbound,115.73.17.14,24011,FIN,0,3,17,33717,10970
2024-01-01 01:31:00,297.4214187285785,TCP,216.238.92.107,56137,inbound,185.252.96.4,11657,REQ,1,2,882,4914,27835
2024-01-01 01:32:00,73.3166325599912,UDP,183.167.25.37,54120,inbound,37.103.85.213,37089,CON,4,3,954,58435,25228
2024-01-01 01:33:00,59.64586582077416,ICMP,163.214.195.186,11157,outbound,150.179.14.16,57231,FIN,2,2,826,23863,72047
2024-01-01 01:34:00,158.08819536489534,TCP,234.141.244.247,7429,outbound,51.252.44.190,51559,CON,4,1,992,10100,14102
2024-01-01 01:35:00,161.20873300052708,ICMP,175.102.198.199,31293,outbound,122.155.186.213,31149,ACK,3,1,878,80924,72918
2024-01-01 01:36:00,132.00223927618995,TCP,42.178.146.65,17898,outbound,149.169.208.196,5020,FIN,2,1,185,3374,49433
2024-01-01 01:37:00,231.5904546829438,UDP,175.192.41.37,32481,outbound,82.144.195.245,1038,FIN,4,1,391,49968,377
2024-01-01 01:38:00,155.04465477850792,UDP,246.140.105.171,51230,outbound,135.88.100.39,15919,FIN,0,1,423,54332,70825
2024-01-01 01:39:00,182.94766699798072,UDP,152.95.157.69,18109,outbound,168.42.72.210,2698,ACK,0,3,846,14327,75664
2024-01-01 01:40:00,217.15154098379486,UDP,38.96.107.118,36726,outbound,179.200.22.94,38891,REQ,0,4,442,17379,7088
2024-01-01 01:41:00,7.605027959003596,TCP,151.73.56.109,55563,outbound,160.243.158.16,21025,CON,3,3,696,75004,8098
2024-01-01 01:42:00,171.2361903452589,ICMP,79.251.150.247,15371,inbound,112.102.57.85,58275,ACK,1,4,655,65040,15004
2024-01-01 01:43:00,265.26992192138795,UDP,36.56.254.253,14526,outbound,35.29.191.180,56733,REQ,0,3,556,42836,57591
2024-01-01 01:44:00,5.314884003337628,UDP,129.199.2.13,47503,inbound,179.103.164.217,55650,FIN,3,1,12,96642,45521
2024-01-01 01:45:00,121.61411292990822,UDP,209.33.238.69,14872,inbound,122.133.33.55,18888,REQ,0,0,520,93016,68365
2024-01-01 01:46:00,277.8756123167284,ICMP,69.237.178.232,23445,outbound,224.24.114.12,27345,REQ,3,4,80,93604,13275
2024-01-01 01:47:00,106.01100524453308,TCP,104.28.226.209,15450,outbound,63.229.101.193,25106,REQ,0,0,809,9751,13581
2024-01-01 01:48:00,137.67277437765222,TCP,232.47.93.78,5719,outbound,122.119.132.202,53222,CON,1,1,674,79539,70921
2024-01-01 01:49:00,294.4642637739894,TCP,117.206.143.184,49995,outbound,11.215.205.108,41155,REQ,4,4,302,84563,9580
2024-01-01 01:50:00,59.87722529927708,TCP,225.137.146.228,16884,inbound,222.103.110.171,6981,REQ,0,0,216,7871,59085
2024-01-01 01:51:00,19.670031218589283,ICMP,242.66.163.131,47889,inbound,227.212.246.68,5234,REQ,4,3,248,79096,24841
2024-01-01 01:52:00,257.8408349993052,ICMP,75.232.160.27,48428,outbound,102.1.167.36,49568,REQ,0,1,541,70273,1699
2024-01-01 01:53:00,260.55275582958933,ICMP,224.120.254.207,26734,inbound,118.48.249.225,55647,ACK,1,3,272,40934,13522
2024-01-01 01:54:00,141.67614262053593,UDP,9.202.133.122,58447,outbound,75.163.74.200,51151,ACK,4,3,133,3653,68448
2024-01-01 01:55:00,154.31073162573813,ICMP,49.90.124.75,26435,inbound,198.247.33.57,19093,REQ,3,1,5,34217,27184
2024-01-01 01:56:00,250.758330248389,TCP,150.103.175.228,9867,inbound,111.164.95.59,35875,REQ,0,4,756,89216,66503
2024-01-01 01:57:00,221.59399348492693,ICMP,149.32.208.183,32176,outbound,140.236.31.208,27889,REQ,0,2,542,77158,12494
2024-01-01 01:58:00,79.61818576488149,UDP,157.52.39.201,50592,outbound,132.105.32.42,19094,FIN,3,2,629,62237,41171
2024-01-01 01:59:00,5.166317185948384,TCP,18.174.243.12,16597,inbound,112.106.8.225,5182,REQ,1,1,690,34990,38267
2024-01-01 02:00:00,143.96207874381037,ICMP,155.189.73.95,39358,outbound,231.178.221.113,56985,REQ,2,2,773,93840,22116
2024-01-01 02:01:00,257.68780659608285,TCP,105.172.130.149,31761,inbound,125.19.166.150,58876,ACK,0,0,747,79528,68397
2024-01-01 02:02:00,268.7608195393796,TCP,155.182.66.32,55349,outbound,41.43.124.34,50363,ACK,3,4,141,8789,36239
2024-01-01 02:03:00,286.87223650313854,ICMP,2.74.173.73,39791,outbound,151.245.57.47,36574,ACK,2,3,483,28163,74876
2024-01-01 02:04:00,263.8810149600731,ICMP,231.246.251.160,29280,outbound,231.214.57.100,21596,CON,0,3,305,57298,63527
2024-01-01 02:05:00,174.0550622338997,UDP,186.134.142.25,37658,outbound,57.214.166.155,5124,FIN,4,1,345,79698,35539
2024-01-01 02:06:00,133.43721921090665,ICMP,139.127.165.26,42729,outbound,64.61.82.112,45493,REQ,3,3,562,1463,27334
2024-01-01 02:07:00,232.47746897557627,ICMP,246.230.134.128,3026,outbound,112.61.93.212,16549,ACK,4,0,270,16791,24748
2024-01-01 02:08:00,221.97250814624235,ICMP,202.20.78.157,17647,outbound,216.84.25.178,61885,CON,1,0,108,2851,43710
2024-01-01 02:09:00,161.48921468142814,TCP,94.7.215.82,61261,inbound,121.49.254.114,19480,REQ,2,1,558,7882,19687
2024-01-01 02:10:00,26.289479030284888,UDP,3.54.142.35,52120,outbound,252.35.153.32,56827,REQ,3,3,474,83284,48074
2024-01-01 02:11:00,277.83179590139696,TCP,6.120.41.49,56737,inbound,123.99.67.72,1121,ACK,0,2,82,12640,60455
2024-01-01 02:12:00,136.73520099674846,ICMP,112.145.229.210,42839,outbound,136.193.220.22,10507,REQ,0,2,638,46091,61355
2024-01-01 02:13:00,109.06380119668765,UDP,241.49.29.204,61883,inbound,70.54.170.227,56981,REQ,2,4,84,70975,33606
2024-01-01 02:14:00,188.9072618111146,ICMP,39.115.139.225,49717,outbound,254.109.148.149,37256,REQ,4,1,290,92656,69611
2024-01-01 02:15:00,202.18400455397637,TCP,59.75.171.215,61014,outbound,9.161.186.248,2811,ACK,4,4,71,27709,72327
2024-01-01 02:16:00,63.285306317387395,TCP,132.163.241.47,64260,inbound,154.128.227.107,41555,CON,3,2,175,56755,3704
2024-01-01 02:17:00,251.09795955850583,ICMP,142.80.48.66,23275,outbound,133.168.190.149,22812,REQ,3,2,828,71484,40478
2024-01-01 02:18:00,87.0521343893471,UDP,230.214.76.136,53370,outbound,68.175.65.143,34475,CON,4,2,842,63277,38086
2024-01-01 02:19:00,56.08650938170358,TCP,21.104.71.208,13731,outbound,208.52.127.247,17116,REQ,3,4,463,58496,44599
2024-01-01 02:20:00,121.97931587106376,ICMP,16.143.250.27,25141,outbound,248.213.234.64,2156,ACK,4,1,849,16977,65405
2024-01-01 02:21:00,219.19496826114982,ICMP,179.183.79.56,23767,outbound,207.63.215.67,13338,CON,2,0,395,18505,62169
2024-01-01 02:22:00,289.64090771409707,ICMP,110.51.173.205,57763,inbound,191.61.209.80,39669,ACK,3,0,866,48729,46307
2024-01-01 02:23:00,242.8034511849928,UDP,238.235.165.83,54980,outbound,71.113.172.51,23606,FIN,4,2,91,46333,16037
2024-01-01 02:24:00,282.1104784632905,ICMP,237.47.126.168,11814,inbound,116.124.201.126,28804,REQ,3,1,469,21571,20860
2024-01-01 02:25:00,42.26768064255038,ICMP,98.117.186.92,49093,inbound,65.129.176.21,61491,FIN,0,1,863,3402,20361
2024-01-01 02:26:00,21.445921979216667,TCP,67.73.83.193,33644,inbound,224.156.162.208,33260,FIN,0,3,434,80073,54528
2024-01-01 02:27:00,167.35565809581067,ICMP,155.159.183.9,16620,inbound,76.151.93.235,54012,FIN,1,3,249,80148,34970
2024-01-01 02:28:00,87.16021516490589,UDP,168.144.185.117,31363,inbound,158.211.169.70,14092,REQ,4,4,644,98072,8788
2024-01-01 02:29:00,248.43368639348492,ICMP,97.5.166.238,35145,inbound,106.49.254.245,48425,ACK,1,3,681,23611,73474
2024-01-01 02:30:00,201.62916263355757,UDP,18.200.71.88,44019,inbound,102.198.187.112,49550,FIN,4,4,955,5122,62282
2024-01-01 02:31:00,291.22137637933974,ICMP,223.41.252.3,53056,inbound,30.11.176.222,59982,CON,3,0,572,43339,5524
2024-01-01 02:32:00,76.51222748381812,ICMP,20.27.167.192,49620,outbound,82.45.170.129,51217,REQ,4,2,881,71791,59076
2024-01-01 02:33:00,145.78665589513417,ICMP,104.246.43.22,50855,inbound,245.96.202.225,12081,ACK,0,1,849,97116,66074
2024-01-01 02:34:00,150.42201917986344,UDP,185.46.12.143,42470,outbound,80.53.34.51,56065,ACK,3,0,241,59369,51024
2024-01-01 02:35:00,71.82912077772711,TCP,218.182.94.241,53796,inbound,161.212.83.71,34646,FIN,0,0,702,90968,24194
2024-01-01 02:36:00,177.0690105064535,UDP,193.208.15.118,62018,inbound,179.25.224.189,39530,REQ,3,4,496,58498,5672
2024-01-01 02:37:00,133.04146722516393,TCP,165.179.116.9,46702,outbound,61.153.36.157,64396,FIN,4,2,340,61995,52323
2024-01-01 02:38:00,134.07179464136308,UDP,122.37.43.94,59806,inbound,95.224.10.180,3050,CON,4,4,793,69990,39264
2024-01-01 02:39:00,108.88472072694782,ICMP,74.181.112.225,21722,outbound,41.132.65.140,27587,ACK,0,0,744,97483,58043
2024-01-01 02:40:00,5.177112792417963,ICMP,51.51.197.91,40656,inbound,191.209.217.152,65070,ACK,2,1,471,35384,25273
2024-01-01 02:41:00,156.6763615507452,TCP,220.58.12.168,15740,outbound,172.141.68.58,39157,REQ,4,3,463,48740,21915
2024-01-01 02:42:00,100.64082592652929,TCP,12.49.231.56,31830,outbound,184.233.179.65,3574,ACK,2,4,801,75792,74158
2024-01-01 02:43:00,0.49582870840046955,UDP,178.248.118.56,18892,inbound,68.11.202.67,63576,REQ,3,0,275,22553,63699
2024-01-01 02:44:00,92.4523179278134,UDP,182.193.7.105,48942,inbound,171.72.201.218,31946,FIN,2,3,825,98325,43076
2024-01-01 02:45:00,83.6606370936181,TCP,191.136.187.119,32154,inbound,6.14.41.30,8113,CON,0,3,15,89394,59257
2024-01-01 02:46:00,118.09510115176836,TCP,242.62.71.242,50866,inbound,214.180.5.32,17647,REQ,1,0,41,74474,26916
2024-01-01 02:47:00,39.64241169405474,UDP,131.200.12.136,58259,outbound,157.20.123.181,50665,FIN,1,2,965,38076,12466
2024-01-01 02:48:00,152.3543790080618,TCP,223.216.51.235,7149,outbound,184.243.93.148,13067,CON,0,0,208,13825,25825
2024-01-01 02:49:00,207.76286172018715,TCP,62.118.108.7,42996,outbound,100.54.185.63,2060,ACK,1,1,60,74973,29130
2024-01-01 02:50:00,189.09265215946627,TCP,239.94.124.254,56844,outbound,86.173.211.21,65160,CON,0,3,365,76337,70473
2024-01-01 02:51:00,241.14610877600026,TCP,173.52.236.62,62910,outbound,253.243.59.103,59706,CON,4,1,240,95447,19424
2024-01-01 02:52:00,135.65728556732563,ICMP,95.80.238.56,36139,outbound,139.46.158.242,23540,CON,2,4,608,43143,58501
2024-01-01 02:53:00,155.77560992888448,ICMP,182.146.66.45,48535,outbound,232.76.17.21,22188,ACK,1,3,790,94952,52649
2024-01-01 02:54:00,243.13954206360907,TCP,94.137.112.92,37500,inbound,184.144.37.24,58085,REQ,4,2,939,77180,15734
2024-01-01 02:55:00,128.3675811286896,UDP,232.145.139.48,30070,inbound,32.142.12.185,53445,REQ,1,0,160,65090,24052
2024-01-01 02:56:00,210.5096450348891,ICMP,23.61.10.72,23784,inbound,218.177.10.12,7146,CON,3,4,397,87150,23022
2024-01-01 02:57:00,130.43725037852573,UDP,118.183.87.88,58106,inbound,97.177.100.37,48370,FIN,0,1,934,81963,66203
2024-01-01 02:58:00,125.37908473401762,UDP,55.152.238.8,11138,inbound,1.38.26.35,60922,FIN,0,4,794,46909,46454
2024-01-01 02:59:00,228.08566679629516,ICMP,12.138.112.165,1661,inbound,160.168.142.30,32810,CON,4,2,500,16805,6359
2024-01-01 03:00:00,52.53359094831673,UDP,156.7.201.216,39658,inbound,127.5.88.240,49481,CON,3,0,209,63231,68376
2024-01-01 03:01:00,101.6419329852779,UDP,175.35.124.49,24201,inbound,180.209.149.30,17174,FIN,2,4,133,76115,7876
2024-01-01 03:02:00,67.32926579639583,TCP,107.8.232.187,36800,outbound,100.72.45.194,23118,CON,3,1,381,62556,12184
2024-01-01 03:03:00,107.79707189598237,TCP,200.66.52.81,24624,inbound,97.218.252.170,12716,CON,3,4,433,76959,19743
2024-01-01 03:04:00,69.1894092275706,TCP,110.226.144.227,17275,inbound,1.171.56.8,13078,REQ,2,0,609,78573,4104
2024-01-01 03:05:00,173.86374876288772,ICMP,53.155.113.62,27833,inbound,5.78.113.8,2791,REQ,2,4,731,23189,16140
2024-01-01 03:06:00,239.47142370509175,TCP,143.18.123.85,24780,outbound,173.219.204.23,5732,CON,3,1,389,67338,15619
2024-01-01 03:07:00,236.00525705924875,UDP,70.46.198.107,60493,inbound,237.250.201.169,42145,CON,1,0,997,76040,32277
2024-01-01 03:08:00,109.41383926818284,UDP,176.200.19.36,39392,outbound,150.102.59.85,59023,ACK,1,2,583,99234,6558
2024-01-01 03:09:00,296.62924572768907,UDP,203.129.191.213,12673,outbound,255.254.164.115,53182,REQ,3,2,432,74016,16658
2024-01-01 03:10:00,178.19692397526964,UDP,240.35.132.63,62657,inbound,167.83.201.201,30316,CON,1,3,274,87626,76019
2024-01-01 03:11:00,119.88015050331059,UDP,7.197.119.21,12390,outbound,90.88.180.119,29106,ACK,2,4,351,61496,24570
2024-01-01 03:12:00,250.67822984450348,ICMP,202.45.167.188,12904,inbound,156.204.142.187,35048,ACK,2,1,134,98495,77474
2024-01-01 03:13:00,218.98921639152798,UDP,110.45.211.27,18807,inbound,188.5.51.139,27758,ACK,1,4,66,3977,30982
2024-01-01 03:14:00,224.80767351354888,ICMP,87.34.128.156,60702,inbound,19.223.74.229,43935,ACK,2,0,639,84356,19784
2024-01-01 03:15:00,58.92219098518809,UDP,9.8.21.255,58179,outbound,225.129.54.14,24485,REQ,0,3,205,73312,69413
2024-01-01 03:16:00,140.55045977982968,ICMP,191.193.207.231,51681,inbound,192.99.68.142,6375,ACK,2,1,298,31918,50605
2024-01-01 03:17:00,258.5622564342984,ICMP,186.69.182.140,23250,inbound,43.201.16.97,48055,REQ,3,4,117,99984,16307
2024-01-01 03:18:00,151.2609984878643,UDP,225.146.206.160,42233,inbound,116.151.73.115,34541,ACK,4,1,948,48655,32244
2024-01-01 03:19:00,205.06747775197297,UDP,202.64.187.139,6344,outbound,30.66.50.59,18116,ACK,1,0,267,42468,16843
2024-01-01 03:20:00,176.42132653697593,UDP,43.220.16.67,9751,outbound,229.2.103.4,40208,FIN,1,3,794,48280,34734
2024-01-01 03:21:00,252.72280063674276,UDP,29.182.134.43,12748,outbound,28.253.107.205,59989,REQ,2,1,149,89766,53269
2024-01-01 03:22:00,85.43979584450462,TCP,205.132.187.133,40235,outbound,231.138.199.100,40742,FIN,2,0,194,98877,2909
2024-01-01 03:23:00,172.6850358381208,TCP,226.244.6.173,20957,inbound,200.75.14.82,46120,FIN,4,2,680,49521,39890
2024-01-01 03:24:00,37.05807693614021,ICMP,185.53.219.45,14418,inbound,48.126.45.27,63023,ACK,4,1,824,26720,59377
2024-01-01 03:25:00,207.0942119321704,ICMP,138.3.194.152,40744,outbound,7.231.198.93,26065,REQ,3,3,886,60639,34869
