timestamp,duration,protocol,source_ip,source_port,direction,destination_ip,destination_port,state,source_type_of_service,destination_type_of_service,total_packets,bytes_transferred_total,bytes_transferred_source_to_dest
2024-01-01 00:18:00,129.6403110907705,UDP,128.95.91.140,16573,outbound,122.127.112.170,41124,REQ,0,3,174,15430,7290
2024-01-01 00:19:00,87.43961914539275,ICMP,31.77.19.145,30987,outbound,17.79.185.246,5968,REQ,0,4,255,21594,68824
2024-01-01 00:20:00,183.59468312724158,UDP,221.59.190.133,26944,outbound,130.131.84.166,49849,CON,2,0,466,76522,43225
2024-01-01 00:21:00,41.93420880954734,ICMP,160.92.42.253,31850,inbound,226.93.133.80,14901,FIN,2,4,929,3312,615
2024-01-01 00:22:00,87.71418009571191,TCP,130.59.150.210,37095,outbound,231.216.68.68,31014,FIN,4,4,277,83541,71144
2024-01-01 00:23:00,109.97191680377813,ICMP,31.242.4.210,53289,inbound,148.191.15.50,64553,CON,1,2,464,87694,16425
2024-01-01 00:24:00,136.87538826668907,UDP,162.9.88.129,17085,inbound,105.164.231.200,43931,CON,3,0,847,1180,25760
2024-01-01 00:25:00,235.57427082176474,TCP,126.10.177.252,59250,inbound,197.169.184.65,35100,ACK,0,3,502,32775,49945
2024-01-01 00:26:00,59.982167269292084,UDP,159.55.206.200,29834,outbound,9.106.99.85,53162,REQ,3,1,441,22107,76689
2024-01-01 00:27:00,154.3189080802421,UDP,215.82.136.98,61030,inbound,64.213.21.161,50562,REQ,4,3,69,82741,15224
2024-01-01 00:28:00,177.76512920172652,ICMP,149.72.155.189,58026,inbound,183.156.165.250,56307,REQ,0,4,509,95915,27647
2024-01-01 00:29:00,14.030478774727316,UDP,238.114.6.79,48990,inbound,110.96.17.70,59529,ACK,4,0,326,46915,74339
2024-01-01 00:30:00,182.30270108524135,ICMP,144.251.96.3,23824,outbound,193.126.96.0,4282,CON,4,0,742,83582,38447
2024-01-01 00:31:00,51.240184693818726,TCP,4.102.39.16,51680,outbound,216.131.3.124,56297,CON,2,0,67,739,71904
2024-01-01 00:32:00,19.608972736285327,ICMP,101.102.123.51,44447,outbound,82.26.170.58,32653,REQ,3,2,304,63693,33119
2024-01-01 00:33:00,284.6707726222746,TCP,221.51.163.123,60921,inbound,32.160.27.105,38603,REQ,3,3,972,78138,40324
2024-01-01 00:34:00,289.69304671906036,ICMP,166.230.177.62,42716,outbound,105.182.227.187,23982,ACK,2,2,484,93999,74287
2024-01-01 00:35:00,242.53836470012666,UDP,229.115.190.61,10964,inbound,70.61.207.33,40489,FIN,3,1,929,3836,72548
2024-01-01 00:36:00,91.45366937509385,ICMP,253.226.6.154,4948,inbound,87.113.105.215,21341,FIN,2,4,548,16573,38247
2024-01-01 00:37:00,29.391866990514522,ICMP,92.213.13.198,58791,outbound,56.112.12.183,16799,REQ,0,2,417,34119,48684
2024-01-01 00:38:00,205.30148465099583,TCP,229.252.85.132,29078,inbound,18.181.204.112,12063,ACK,4,2,159,86723,30091
2024-01-01 00:39:00,132.1017328725064,UDP,254.182.129.61,10807,outbound,229.170.38.188,30121,REQ,4,4,149,94125,7298
2024-01-01 00:40:00,36.69926662994917,ICMP,219.148.245.229,38277,inbound,170.208.78.145,35231,FIN,3,0,27,36920,2253
2024-01-01 00:41:00,148.6035553423699,UDP,79.148.137.214,46421,outbound,151.181.242.29,23577,REQ,1,4,987,84961,52036
2024-01-01 00:42:00,10.413117482453996,ICMP,58.119.166.132,14257,inbound,250.97.57.195,45426,FIN,4,3,584,57689,25420
2024-01-01 00:43:00,272.80518858342674,ICMP,65.12.212.217,46693,inbound,67.70.247.145,54656,FIN,2,4,248,65907,35297
2024-01-01 00:44:00,77.70811648184507,UDP,242.236.212.180,25508,inbound,106.6.39.69,1079,FIN,1,0,101,18514,75972
2024-01-01 00:45:00,198.79043307775916,ICMP,82.228.172.159,26092,inbound,214.249.192.67,53500,CON,1,4,702,24320,484
2024-01-01 00:46:00,93.58215171921434,UDP,164.208.226.240,1215,inbound,238.48.51.113,24185,CON,4,2,96,60631,63032
2024-01-01 00:47:00,156.06839955122544,ICMP,188.138.190.148,26098,outbound,107.28.148.217,33897,REQ,4,1,384,42525,65230
2024-01-01 00:48:00,164.05841277504956,TCP,52.255.182.116,5941,inbound,78.8.250.174,36993,FIN,4,2,282,9487,34524
2024-01-01 00:49:00,55.53785121210556,UDP,26.253.195.33,39623,outbound,76.41.178.183,16208,CON,2,1,322,76915,24694
2024-01-01 00:50:00,290.8784298665911,ICMP,52.111.251.81,26856,outbound,179.197.127.19,1693,REQ,1,4,396,27684,38543
2024-01-01 00:51:00,232.56233372599823,ICMP,232.226.232.220,43952,outbound,216.154.165.71,13687,REQ,3,3,278,44883,4009
2024-01-01 00:52:00,281.8557325751003,TCP,180.156.165.41,21730,inbound,65.181.240.112,26342,REQ,2,4,529,39909,47339
2024-01-01 00:53:00,268.4587223932519,UDP,21.41.140.112,14706,inbound,24.127.174.198,34758,REQ,0,0,263,54427,11193
2024-01-01 00:54:00,179.41020364544443,ICMP,105.191.16.119,27786,inbound,83.213.62.184,17715,REQ,4,4,619,10957,39643
2024-01-01 00:55:00,276.57008308343273,TCP,137.168.128.129,24407,outbound,183.59.98.61,19546,ACK,1,1,580,42361,39165
2024-01-01 00:56:00,26.638901365370657,ICMP,60.47.28.96,59184,inbound,30.220.21.202,12680,FIN,2,2,640,73688,22590
2024-01-01 00:57:00,58.875260439501645,UDP,10.241.57.255,28820,inbound,212.125.156.242,16917,REQ,0,3,293,17095,35531
2024-01-01 00:58:00,13.663663944270365,ICMP,188.231.20.27,24690,outbound,169.41.97.192,46881,ACK,2,4,294,13680,77147
2024-01-01 00:59:00,97.66656619590296,ICMP,203.246.33.7,59841,outbound,31.157.111.145,17517,FIN,2,4,608,18340,22628
2024-01-01 01:00:00,116.66431917787564,ICMP,187.213.199.176,26686,outbound,247.121.16.37,4656,CON,3,2,395,83546,12837
2024-01-01 01:01:00,81.47757462899138,ICMP,79.144.187.86,46183,outbound,142.214.216.206,31360,REQ,3,3,513,75852,72098
2024-01-01 01:02:00,248.63837899466358,TCP,88.172.210.68,35666,outbound,110.183.21.194,24136,ACK,2,4,921,46211,52929
2024-01-01 01:03:00,107.0903226754074,TCP,160.171.192.86,42854,outbound,56.118.146.56,62803,CON,0,4,810,90547,10646
2024-01-01 01:04:00,84.35225945524547,UDP,101.7.76.199,38555,inbound,172.225.34.113,39476,ACK,1,1,180,34966,60719
2024-01-01 01:05:00,162.8545553391587,TCP,249.86.42.128,11258,outbound,125.128.51.84,14290,FIN,1,1,920,81074,19980
2024-01-01 01:06:00,42.363175069931316,TCP,109.178.151.226,58640,inbound,221.197.164.64,56675,FIN,4,0,693,73501,48000
2024-01-01 01:07:00,240.67887452813648,UDP,152.16.132.147,10245,inbound,179.128.218.20,52091,CON,4,2,235,82193,18737
2024-01-01 01:08:00,22.45773803956327,TCP,21.231.57.158,12434,inbound,181.15.235.122,62631,ACK,1,3,952,12311,52883
2024-01-01 01:09:00,296.06739228649514,TCP,110.227.138.179,15543,outbound,61.53.167.25,17964,REQ,2,4,831,59085,36039
2024-01-01 01:10:00,231.69620631206755,UDP,143.210.134.242,62437,inbound,80.219.64.99,25027,REQ,2,4,337,33368,30233
2024-01-01 01:11:00,59.694832892098304,UDP,28.50.234.185,2075,outbound,74.191.170.16,63368,CON,3,0,8,3746,20808
2024-01-01 01:12:00,1.7560829253683594,UDP,5.4.93.245,46017,outbound,121.186.22.134,33896,CON,3,4,443,55471,1132
2024-01-01 01:13:00,244.65688239360475,ICMP,96.7.63.137,10789,inbound,172.180.70.107,35839,CON,4,2,941,42916,45941
2024-01-01 01:14:00,212.08651741990036,ICMP,38.110.223.111,12406,outbound,79.161.45.236,31893,ACK,1,0,539,89560,45860
2024-01-01 01:15:00,218.72924969549206,UDP,220.80.222.135,13604,inbound,196.205.77.15,50321,REQ,2,2,820,44212,46951
2024-01-01 01:16:00,231.4039769711151,UDP,104.152.72.193,57714,inbound,71.95.146.1,61131,REQ,1,0,658,51148,71112
2024-01-01 01:17:00,22.3059910550537,UDP,207.177.194.48,57587,outbound,10.177.124.80,18281,REQ,0,4,91,55011,21613
2024-01-01 01:18:00,107.60387199042734,ICMP,36.125.67.77,33347,inbound,229.139.69.149,17706,CON,1,0,854,75546,72058
2024-01-01 01:19:00,34.8491309515864,ICMP,105.168.216.121,45781,inbound,32.104.83.128,20646,REQ,0,1,272,1878,2825
2024-01-01 01:20:00,258.9447174200905,TCP,119.189.254.113,61657,inbound,182.238.244.57,31432,FIN,3,3,834,45852,15878
2024-01-01 01:21:00,187.0271082355846,TCP,10.148.163.139,56496,outbound,198.210.145.133,9861,CON,3,4,5,85077,18024
2024-01-01 01:22:00,99.33631765330948,UDP,91.231.1.117,12963,inbound,45.96.22.22,65234,REQ,4,3,594,70826,22438
2024-01-01 01:23:00,19.16114925077849,ICMP,13.180.159.94,52281,outbound,154.204.134.78,16431,ACK,1,4,899,80940,18665
2024-01-01 01:24:00,93.36359828252708,ICMP,144.31.31.123,30988,outbound,44.26.25.96,30333,CON,1,3,219,27389,37936
2024-01-01 01:25:00,97.62247827582142,ICMP,226.10.9.14,1331,inbound,207.35.108.54,7406,FIN,0,1,118,44888,22888
2024-01-01 01:26:00,218.9088928835854,UDP,17.167.145.182,57913,inbound,192.218.184.68,28678,FIN,3,3,593,4847,40778
2024-01-01 01:27:00,191.3034856594284,TCP,201.152.231.58,4383,outbound,61.129.54.121,19919,ACK,0,0,976,74922,78050
2024-01-01 01:28:00,266.17510149864034,UDP,78.123.249.216,30672,outbound,97.79.86.37,56772,ACK,3,3,582,145,52848
2024-01-01 01:29:00,141.71725605606858,TCP,114.21.243.157,36968,inbound,119.207.77.156,34575,CON,0,4,115,95378,72826
2024-01-01 01:30:00,35.96631435689668,TCP,212.212.171.31,35043,inbound,154.34.78.66,22400,CON,3,2,263,7858,70528
2024-01-01 01:31:00,214.00211168817617,UDP,179.173.112.119,39158,outbound,87.156.33.96,1394,FIN,0,3,306,23537,19672
2024-01-01 01:32:00,228.2594360802075,TCP,149.226.121.31,28347,outbound,169.168.150.70,49700,ACK,3,3,654,19685,13586
2024-01-01 01:33:00,168.42703155109191,TCP,222.118.38.240,51693,outbound,3.57.31.30,1510,CON,0,3,422,98859,67186
2024-01-01 01:34:00,231.31305726837283,ICMP,12.232.174.17,7250,outbound,82.42.134.104,24786,FIN,1,4,207,9954,5750
2024-01-01 01:35:00,148.18929934968077,TCP,149.140.253.148,22713,outbound,1.60.13.179,27637,ACK,4,3,623,52176,38889
2024-01-01 01:36:00,156.86757553166,UDP,126.135.45.103,31995,inbound,224.5.102.9,48292,FIN,0,4,303,57050,10298
2024-01-01 01:37:00,128.31955140572902,UDP,238.134.150.235,26978,outbound,71.89.225.157,4220,REQ,4,4,112,17449,45341
2024-01-01 01:38:00,7.723196110554146,TCP,224.202.255.85,56045,outbound,228.148.125.187,43344,ACK,1,2,417,96328,17227
2024-01-01 01:39:00,32.45663895529201,ICMP,150.234.88.21,25447,inbound,209.96.73.114,54463,CON,1,0,555,21448,19533
2024-01-01 01:40:00,9.525612787451601,ICMP,92.28.12.209,31415,inbound,191.238.169.50,30425,CON,3,4,859,34396,43865
2024-01-01 01:41:00,190.95948233800772,TCP,2.28.212.206,15354,outbound,192.203.55.207,36053,REQ,4,1,285,19555,38583
2024-01-01 01:42:00,94.37535872479036,TCP,180.26.49.94,5915,outbound,41.31.14.61,11837,ACK,2,3,640,78924,76
2024-01-01 01:43:00,152.62035028029433,UDP,207.242.150.87,6016,inbound,155.27.208.63,42940,FIN,3,1,185,54121,60661
2024-01-01 01:44:00,272.2791855304353,TCP,44.204.21.170,2985,outbound,238.186.241.185,9596,CON,4,3,741,72023,24710
2024-01-01 01:45:00,74.86273952174759,ICMP,165.188.96.183,13521,outbound,130.126.35.113,48800,REQ,0,2,901,39393,55153
2024-01-01 01:46:00,123.17383861838535,TCP,3.190.117.18,53039,inbound,199.12.14.88,29249,REQ,0,4,221,99530,52303
2024-01-01 01:47:00,226.68978644906028,UDP,23.156.29.38,33575,outbound,215.187.21.255,46877,ACK,1,0,864,88652,42132
2024-01-01 01:48:00,68.71656983093757,UDP,108.110.24.127,11872,inbound,191.217.224.202,50414,ACK,2,4,444,46216,16308
2024-01-01 01:49:00,23.18627495765502,UDP,229.110.135.105,60862,inbound,74.24.100.175,33299,CON,0,3,117,40584,15439
2024-01-01 01:50:00,86.99646072883903,UDP,186.143.71.128,56779,inbound,171.116.165.40,7867,REQ,4,0,70,30315,27735
2024-01-01 01:51:00,48.450264047475926,UDP,108.4.2.192,14279,inbound,173.87.167.109,2129,FIN,4,4,898,81738,59270
2024-01-01 01:52:00,278.9163259375377,TCP,132.103.226.223,5591,outbound,120.96.144.215,51562,REQ,0,0,70,3504,27245
2024-01-01 01:53:00,242.45530183136862,TCP,64.105.97.234,49871,inbound,229.56.129.95,60920,FIN,4,3,622,37360,21847
2024-01-01 01:54:00,190.05778657747598,TCP,217.9.148.127,40305,outbound,121.251.61.215,44233,FIN,4,2,427,65742,71360
2024-01-01 01:55:00,261.4510309972965,TCP,46.230.218.154,49027,outbound,137.67.80.16,32663,CON,1,2,644,80831,66382
2024-01-01 01:56:00,241.1212558620444,UDP,66.168.111.12,21413,outbound,117.49.111.93,43511,REQ,2,4,568,46109,62957
2024-01-01 01:57:00,56.052360659922144,ICMP,137.243.163.85,45547,outbound,168.185.202.84,19075,FIN,1,1,989,92789,7238
2024-01-01 01:58:00,267.77844364714434,TCP,234.89.57.53,59290,outbound,149.145.182.156,29732,ACK,2,3,443,29705,23746
2024-01-01 01:59:00,161.84873835050362,ICMP,12.208.205.13,62600,inbound,152.73.108.144,36483,FIN,4,4,601,53305,2074
2024-01-01 02:00:00,242.25130253370233,TCP,121.161.180.120,62830,inbound,18.41.239.211,57932,ACK,2,4,137,37669,73252
2024-01-01 02:01:00,268.8377808470556,TCP,20.74.143.242,44943,inbound,101.44.81.16,12888,ACK,4,2,504,5680,36035
2024-01-01 02:02:00,95.46924214406197,ICMP,223.246.69.55,17591,inbound,73.13.176.156,35788,REQ,4,0,131,5500,6634
2024-01-01 02:03:00,33.10457216585026,UDP,211.100.185.131,57931,outbound,223.131.81.250,2449,ACK,1,3,218,39743,27094
2024-01-01 02:04:00,68.4577552463283,TCP,111.124.131.19,4382,inbound,148.119.119.46,61180,FIN,1,0,688,96285,5335
2024-01-01 02:05:00,128.18962580901425,TCP,138.23.245.226,24023,outbound,107.107.8.204,50170,ACK,3,3,171,96132,63165
2024-01-01 02:06:00,245.42262830015565,TCP,154.36.229.212,43382,outbound,79.154.14.219,58199,REQ,0,1,475,86273,7420
2024-01-01 02:07:00,258.2331019185774,ICMP,54.231.102.148,56973,inbound,229.246.18.89,7873,CON,3,2,612,39115,17953
2024-01-01 02:08:00,2.184943946304092,UDP,202.37.173.3,12012,inbound,180.25.216.153,37039,FIN,3,1,992,71813,32549
2024-01-01 02:09:00,153.27311604301195,ICMP,188.56.172.19,58904,inbound,154.173.91.176,20000,FIN,2,4,129,72905,23045
2024-01-01 02:10:00,125.2815598443188,ICMP,17.118.70.3,41470,inbound,82.223.180.130,35282,REQ,4,2,57,15074,35250
2024-01-01 02:11:00,66.710132360172,UDP,221.13.2.215,32545,outbound,194.224.41.18,51400,REQ,4,4,181,14137,70452
2024-01-01 02:12:00,36.047623663371475,ICMP,229.79.185.54,6722,outbound,17.235.160.75,52763,REQ,4,1,246,84392,13616
2024-01-01 02:13:00,101.35078990394801,UDP,244.131.119.253,2297,inbound,177.183.62.130,57890,REQ,0,3,144,16267,37872
2024-01-01 02:14:00,282.8786202033645,TCP,24.161.157.81,28567,outbound,107.48.54.153,53240,FIN,2,4,51,88854,51272
2024-01-01 02:15:00,97.02855931302447,UDP,147.158.187.59,56829,outbound,99.199.51.99,48102,CON,2,0,368,90803,50718
2024-01-01 02:16:00,155.68530746083547,TCP,147.48.62.109,32373,outbound,117.117.6.45,57980,ACK,4,3,459,43248,63903
2024-01-01 02:17:00,210.9353857726638,ICMP,211.149.151.108,12265,inbound,46.99.143.151,32137,ACK,3,3,218,72253,54693
2024-01-01 02:18:00,109.15251775355026,ICMP,76.29.57.229,51272,outbound,189.53.61.128,51008,CON,0,1,616,21634,22383
2024-01-01 02:19:00,291.5374466080161,TCP,117.158.99.191,10521,inbound,49.24.9.117,16425,CON,3,1,895,91095,16008
2024-01-01 02:20:00,288.7379437531392,ICMP,19.175.172.227,42899,inbound,208.143.185.199,13908,CON,1,2,567,86178,52492
2024-01-01 02:21:00,75.6095105180267,UDP,94.182.112.182,33727,outbound,157.230.91.133,19848,REQ,2,2,257,56979,21004
2024-01-01 02:22:00,149.2248269171264,TCP,225.145.62.115,45065,outbound,144.147.79.70,38587,FIN,2,0,858,65939,75224
2024-01-01 02:23:00,90.33340511404921,ICMP,113.250.219.250,32978,inbound,233.77.42.153,35438,FIN,3,3,156,29856,9725
2024-01-01 02:24:00,85.52366426380253,TCP,47.202.56.251,9026,outbound,90.77.198.160,17166,FIN,0,0,565,12783,31711
2024-01-01 02:25:00,11.162395511624384,UDP,118.44.160.144,5271,outbound,26.120.44.211,48098,REQ,2,0,442,49585,64339
2024-01-01 02:26:00,182.90834376057106,UDP,198.3.147.239,43012,inbound,63.194.179.67,50616,FIN,3,1,841,98331,17234
2024-01-01 02:27:00,150.85343906633554,ICMP,47.218.142.197,22722,inbound,253.153.202.1,6980,REQ,0,0,956,11125,48013
2024-01-01 02:28:00,15.538477499871805,UDP,47.77.123.74,60345,inbound,142.107.29.48,14952,FIN,3,0,699,86526,25872
2024-01-01 02:29:00,83.66607462455976,TCP,103.136.89.143,20762,inbound,140.217.43.160,10745,CON,0,4,876,18815,62353
2024-01-01 02:30:00,272.48893920139943,UDP,69.248.243.60,11727,outbound,13.77.215.125,12181,ACK,4,2,662,70197,76515
2024-01-01 02:31:00,71.94461101102502,TCP,138.49.2.204,49264,outbound,98.235.25.148,36159,ACK,0,2,776,98483,5317
2024-01-01 02:32:00,43.5539721401578,TCP,107.112.93.253,50446,inbound,156.47.227.167,7720,REQ,1,3,762,93043,52697
2024-01-01 02:33:00,146.88688280724114,UDP,118.236.197.80,18594,inbound,66.233.200.86,28886,FIN,4,2,945,87216,62864
2024-01-01 02:34:00,295.69657118776917,ICMP,251.108.50.244,62923,inbound,79.204.22.80,6214,ACK,3,3,810,75805,36075
2024-01-01 02:35:00,72.69237592629896,UDP,147.169.34.45,13416,outbound,254.47.123.129,5687,CON,4,4,923,17216,77655
2024-01-01 02:36:00,201.67345066702296,TCP,154.242.68.92,45748,inbound,84.19.186.45,40854,CON,4,2,935,36844,1031
2024-01-01 02:37:00,228.50972263708238,TCP,64.164.211.48,33323,outbound,131.182.11.39,5355,CON,3,4,723,87679,43486
2024-01-01 02:38:00,71.36749944332065,UDP,149.73.191.4,16665,inbound,66.255.99.77,59672,REQ,3,2,25,2224,18522
2024-01-01 02:39:00,218.49208294869666,ICMP,100.69.89.3,15022,inbound,16.82.161.43,53210,REQ,1,2,806,38151,19386
2024-01-01 02:40:00,110.39816150250402,ICMP,126.230.38.241,7329,inbound,253.237.133.204,45672,FIN,3,4,853,7276,25637
2024-01-01 02:41:00,189.72851859501446,TCP,163.128.23.56,33750,outbound,192.99.21.17,29573,CON,2,0,664,91410,77242
2024-01-01 02:42:00,190.0955602571923,TCP,100.69.40.181,19806,outbound,12.179.122.245,17270,FIN,2,0,536,64918,53063
2024-01-01 02:43:00,160.77882775402006,ICMP,174.59.107.187,13745,outbound,222.116.50.231,26785,FIN,1,0,764,18776,9715
2024-01-01 02:44:00,27.17790203931705,UDP,57.30.83.151,40787,inbound,71.223.47.18,4286,CON,0,0,60,45277,27147
2024-01-01 02:45:00,250.60721842721244,TCP,217.35.212.157,13451,outbound,6.83.154.52,47112,FIN,0,2,467,90396,52524
2024-01-01 02:46:00,96.30194148502356,TCP,152.107.105.157,47574,outbound,107.100.47.134,52283,ACK,2,1,434,1097,72023
2024-01-01 02:47:00,56.03690126891628,ICMP,86.219.134.162,57475,inbound,187.68.10.142,8060,REQ,3,4,879,59430,25235
2024-01-01 02:48:00,12.328464952273697,UDP,183.219.13.119,21590,inbound,192.130.121.68,60208,FIN,1,1,66,43869,75961
2024-01-01 02:49:00,177.3087936621537,ICMP,138.79.143.181,60079,outbound,23.180.36.8,54496,CON,0,1,910,78753,30534
2024-01-01 02:50:00,203.3015521165005,UDP,223.105.216.204,3254,outbound,15.130.92.197,23346,REQ,0,3,565,11331,45660
2024-01-01 02:51:00,5.07468989546406,UDP,70.43.72.44,7535,outbound,17.153.148.71,20155,REQ,4,0,928,95387,50857
2024-01-01 02:52:00,153.67670818395436,UDP,228.183.106.83,50304,outbound,149.120.10.165,5701,FIN,2,2,106,73076,50957
2024-01-01 02:53:00,68.02608298186158,TCP,82.249.106.184,43253,inbound,72.105.215.124,8996,ACK,3,0,96,85547,57439
2024-01-01 02:54:00,193.587319843794,ICMP,21.195.177.160,53848,inbound,35.118.13.246,16353,FIN,1,0,988,56065,25885
2024-01-01 02:55:00,52.39249205859693,ICMP,219.6.69.126,27201,inbound,14.9.139.37,38056,ACK,0,1,688,81244,53840
2024-01-01 02:56:00,207.3122276569295,UDP,143.209.159.247,5789,outbound,108.118.237.33,36925,REQ,4,3,551,95301,77010
2024-01-01 02:57:00,116.08193035553116,TCP,203.147.215.142,21378,outbound,169.9.121.144,45404,FIN,2,0,168,61617,9693
2024-01-01 02:58:00,281.0253236221467,TCP,176.198.148.169,24953,inbound,145.194.189.222,51641,CON,2,4,42,92793,75896
2024-01-01 02:59:00,41.342531149383376,ICMP,154.235.119.127,29844,inbound,115.0.11.102,21517,FIN,1,4,879,94415,19001
2024-01-01 03:00:00,102.38579867997251,TCP,142.56.164.57,47064,outbound,4.169.140.97,19619,ACK,0,0,104,95604,15283
2024-01-01 03:01:00,34.13070902005266,TCP,21.81.68.130,30547,outbound,106.84.213.120,22947,ACK,1,1,845,27487,13250
2024-01-01 03:02:00,277.415616121741,UDP,87.217.164.215,6576,inbound,132.81.196.18,61172,FIN,1,1,204,4190,52325
2024-01-01 03:03:00,263.21407207895624,TCP,49.146.114.88,1651,inbound,130.11.80.73,47950,ACK,4,2,520,25045,76118
2024-01-01 03:04:00,77.45669415177515,UDP,85.127.139.248,13013,inbound,98.5.135.124,10759,REQ,2,3,975,40339,21341
2024-01-01 03:05:00,198.02921540565026,ICMP,189.168.160.177,14804,outbound,51.10.190.184,35481,FIN,3,1,282,3843,42498
2024-01-01 03:06:00,245.18493784034462,TCP,117.195.126.233,7613,outbound,127.139.72.1,43555,ACK,2,2,908,31024,30630
2024-01-01 03:07:00,166.60472339867874,ICMP,249.70.85.246,35836,outbound,8.249.138.123,8751,FIN,2,4,43,10296,21396
2024-01-01 03:08:00,158.94220844896634,ICMP,33.80.151.60,29152,outbound,53.227.9.212,8788,FIN,4,4,947,91915,10669
2024-01-01 03:09:00,72.63150204104545,TCP,61.97.27.185,46963,outbound,212.111.7.35,63515,CON,3,4,110,68960,1816
2024-01-01 03:10:00,28.021520064989172,TCP,43.168.166.85,52517,outbound,221.105.203.252,64195,FIN,0,0,987,41500,3599
2024-01-01 03:11:00,269.1750058102027,ICMP,177.16.97.197,39676,inbound,14.239.181.241,54717,CON,3,3,210,85277,18743
2024-01-01 03:12:00,270.1353753432828,TCP,238.197.97.64,28814,inbound,213.85.148.235,61647,ACK,0,2,749,93118,62069
2024-01-01 03:13:00,189.96712703625303,UDP,74.84.4.1,41977,outbound,50.221.166.19,53717,CON,3,3,868,98630,48378
2024-01-01 03:14:00,101.77503433550532,UDP,22.111.56.65,1273,inbound,216.86.134.136,46795,CON,1,0,831,80499,77751
2024-01-01 03:15:00,104.82795142633698,TCP,74.97.143.111,20333,outbound,129.153.165.37,28623,CON,3,2,49,48895,25351
2024-01-01 03:16:00,217.81410809318476,ICMP,179.124.166.85,55219,inbound,246.188.43.85,1842,REQ,4,2,115,51653,44813
2024-01-01 03:17:00,269.1433669597779,TCP,76.87.238.167,51150,outbound,44.73.118.189,48231,CON,0,1,155,24211,20815
2024-01-01 03:18:00,266.1372186371087,TCP,38.187.58.137,26925,inbound,122.133.144.50,48869,FIN,2,3,649,63183,44837
2024-01-01 03:19:00,233.98467620270137,ICMP,99.191.242.62,24600,inbound,242.37.151.50,38313,CON,4,3,503,61700,7475
2024-01-01 03:20:00,192.64529068167087,ICMP,49.191.31.134,32532,outbound,10.119.199.148,34916,FIN,0,1,679,50122,12907
2024-01-01 03:21:00,25.333575502015144,UDP,21.19.153.126,10199,outbound,248.69.84.56,6684,CON,0,4,833,3299,52821
2024-01-01 03:22:00,48.57245135697467,ICMP,68.109.115.213,26488,inbound,126.38.215.32,65150,REQ,2,0,711,50997,22494
2024-01-01 03:23:00,269.57640113927107,UDP,143.119.231.212,61305,inbound,187.17.183.219,30545,ACK,1,3,986,38138,41507
2024-01-01 03:24:00,181.968074991911,ICMP,79.213.115.91,17284,outbound,57.243.95.203,39433,CON,4,1,71,55138,79791
2024-01-01 03:25:00,2.8581957798272315,TCP,14.154.124.232,60485,inbound,48.41.26.73,51305,CON,2,2,519,7997,754
